ID	DG2
MSTRG.21630	437
MSTRG.21631	1
MSTRG.21638	203
MSTRG.21639	1299
MSTRG.9246	5816
MSTRG.9247	88
MSTRG.9244	991
MSTRG.9245	12958
MSTRG.9242	477
MSTRG.9243	521
MSTRG.9240	386
MSTRG.9241	233
MSTRG.9248	393
MSTRG.9249	142
MSTRG.6311	235
MSTRG.28937	839
MSTRG.24724	3331
MSTRG.6313	0
MSTRG.6312	97
MSTRG.6315	331
MSTRG.6314	54
MSTRG.30461	475
MSTRG.30460	70
MSTRG.30463	670
MSTRG.30462	35346
MSTRG.30465	724
MSTRG.30464	0
MSTRG.30467	998
MSTRG.30466	180
MSTRG.30469	16
MSTRG.30468	54
MSTRG.6316	0
MSTRG.34371	15
MSTRG.6431	1255
MSTRG.34373	33
MSTRG.34372	70
MSTRG.34375	3832
MSTRG.6435	6302
MSTRG.6436	0
MSTRG.6437	14
MSTRG.34379	934
MSTRG.6439	3949
MSTRG.7016	9731
MSTRG.22069	0
MSTRG.56	56
MSTRG.57	2375
MSTRG.54	1908
MSTRG.55	473
MSTRG.52	0
MSTRG.53	2
MSTRG.50	78
MSTRG.51	3
MSTRG.58	27
MSTRG.59	0
MSTRG.28681	0
MSTRG.28873	1
MSTRG.28872	0
MSTRG.28871	0
MSTRG.28870	41
MSTRG.6298	113
MSTRG.6299	339
MSTRG.28875	12
MSTRG.30365	99
MSTRG.6294	898
MSTRG.6295	18792
MSTRG.6296	61
MSTRG.6297	1302
MSTRG.6290	43
MSTRG.6291	14
MSTRG.6292	573
MSTRG.6293	35
MSTRG.37110	1956
MSTRG.37111	0
MSTRG.37112	803
MSTRG.37113	353
MSTRG.37114	7354
MSTRG.37115	0
MSTRG.37116	0
MSTRG.37117	48
MSTRG.37118	0
MSTRG.37119	0
MSTRG.7741	316
MSTRG.7740	250
MSTRG.7743	2697
MSTRG.7742	553
MSTRG.7745	45
MSTRG.7744	4136
MSTRG.7747	1
MSTRG.7746	564
MSTRG.7749	5060
MSTRG.7748	0
MSTRG.30939	0
MSTRG.33373	289
MSTRG.22063	11
MSTRG.30933	2
MSTRG.37243	0
MSTRG.30932	0
MSTRG.26889	0
MSTRG.24993	0
MSTRG.18694	0
MSTRG.29834	1063
MSTRG.29835	1564
MSTRG.29836	116
MSTRG.29837	85
MSTRG.29830	510
MSTRG.29831	20478
MSTRG.29832	134
MSTRG.29833	10
MSTRG.29838	775
MSTRG.29839	597
MSTRG.8928	586
MSTRG.8929	633
MSTRG.8920	0
MSTRG.8921	336
MSTRG.8922	0
MSTRG.8923	3
MSTRG.8924	7
MSTRG.8925	0
MSTRG.8926	14
MSTRG.8927	26
MSTRG.29568	953
MSTRG.18697	0
MSTRG.29569	0
MSTRG.20228	7
MSTRG.20229	0
MSTRG.20226	2667
MSTRG.12416	1251
MSTRG.20224	0
MSTRG.20225	1007
MSTRG.20222	0
MSTRG.20223	803
MSTRG.20220	1079
MSTRG.20221	388
MSTRG.439	13
MSTRG.438	0
MSTRG.437	16
MSTRG.436	1157
MSTRG.435	64
MSTRG.434	19427
MSTRG.433	5594
MSTRG.432	0
MSTRG.431	325
MSTRG.430	6363
MSTRG.30994	742
MSTRG.37947	0
MSTRG.37946	727
MSTRG.37945	0
MSTRG.37944	3205
MSTRG.37943	902
MSTRG.37942	0
MSTRG.37941	591
MSTRG.37940	4329
MSTRG.37949	109
MSTRG.37948	16
MSTRG.31479	2108
MSTRG.31478	317
MSTRG.31471	23041
MSTRG.31470	0
MSTRG.31473	680
MSTRG.31472	684
MSTRG.31475	374
MSTRG.31474	27
MSTRG.31477	1363
MSTRG.31476	344
MSTRG.5858	0
MSTRG.17288	0
MSTRG.17289	178
MSTRG.17286	90
MSTRG.17287	0
MSTRG.17284	225
MSTRG.17285	1222
MSTRG.23748	527
MSTRG.17283	178
MSTRG.17280	0
MSTRG.17281	258
MSTRG.21579	605
MSTRG.21578	432
MSTRG.21575	3
MSTRG.21574	630
MSTRG.21577	180
MSTRG.21576	0
MSTRG.21571	0
MSTRG.21570	0
MSTRG.21573	33
MSTRG.21572	2965
MSTRG.14881	0
MSTRG.14880	2113
MSTRG.14883	4
MSTRG.14882	51
MSTRG.14885	1254
MSTRG.14884	1933
MSTRG.14887	191
MSTRG.14886	18
MSTRG.14889	554
MSTRG.14888	9
MSTRG.30708	58
MSTRG.30709	1842
MSTRG.31248	1615
MSTRG.30700	52
MSTRG.30701	90
MSTRG.30702	79
MSTRG.30703	51
MSTRG.30704	948
MSTRG.30705	2647
MSTRG.30706	28300
MSTRG.30707	828
MSTRG.29564	7
MSTRG.29565	110
MSTRG.17394	0
MSTRG.28680	0
MSTRG.31589	0
MSTRG.28682	0
MSTRG.28683	11
MSTRG.28684	0
MSTRG.28685	0
MSTRG.28686	11
MSTRG.28687	0
MSTRG.28688	0
MSTRG.28689	20
MSTRG.409	3826
MSTRG.20607	604
MSTRG.16627	151
MSTRG.16626	0
MSTRG.16625	53
MSTRG.16624	675
MSTRG.16623	1046
MSTRG.16622	1
MSTRG.16621	6246
MSTRG.16620	1334
MSTRG.16629	652
MSTRG.16628	25
MSTRG.11938	1659
MSTRG.11939	598
MSTRG.11932	13
MSTRG.11933	0
MSTRG.11930	0
MSTRG.11931	0
MSTRG.11936	411
MSTRG.11937	55
MSTRG.11934	0
MSTRG.11935	2
MSTRG.29489	0
MSTRG.22179	0
MSTRG.29485	665
MSTRG.29484	0
MSTRG.29487	775
MSTRG.29486	0
MSTRG.29481	6764
MSTRG.29480	642
MSTRG.29483	12
MSTRG.29482	45
MSTRG.23223	7001
MSTRG.23222	0
MSTRG.23221	4380
MSTRG.23220	70
MSTRG.23227	21
MSTRG.23226	22676
MSTRG.23225	31
MSTRG.23224	1071
MSTRG.23229	220
MSTRG.23228	4804
MSTRG.25683	0
MSTRG.25682	19
MSTRG.25681	0
MSTRG.25680	0
MSTRG.25687	7
MSTRG.25686	18
MSTRG.25685	0
MSTRG.25684	1082
MSTRG.25689	0
MSTRG.25688	0
MSTRG.29157	175
MSTRG.29156	1078
MSTRG.29155	24
MSTRG.29154	2689
MSTRG.29153	5055
MSTRG.29152	9
MSTRG.29151	5893
MSTRG.29150	194
MSTRG.29159	3025
MSTRG.29158	346
MSTRG.35695	3458
MSTRG.35694	148
MSTRG.31365	9
MSTRG.32423	542
MSTRG.32422	11
MSTRG.32728	117
MSTRG.32421	558
MSTRG.32729	1086
MSTRG.22798	0
MSTRG.22799	0
MSTRG.32420	24
MSTRG.27033	1370
MSTRG.22790	13405
MSTRG.22791	156
MSTRG.22792	2044
MSTRG.22793	378
MSTRG.22794	0
MSTRG.27030	3603
MSTRG.22796	416
MSTRG.22797	81
MSTRG.26088	334
MSTRG.26089	0
MSTRG.27031	407
MSTRG.32425	1120
MSTRG.19168	1794
MSTRG.26080	2484
MSTRG.26081	0
MSTRG.26082	0
MSTRG.26083	116
MSTRG.26084	586
MSTRG.26085	0
MSTRG.26086	0
MSTRG.26087	5442
MSTRG.27034	0
MSTRG.27035	223
MSTRG.31367	0
MSTRG.24792	0
MSTRG.24793	19
MSTRG.24790	2
MSTRG.24791	0
MSTRG.24796	0
MSTRG.24797	0
MSTRG.24794	4
MSTRG.24795	0
MSTRG.24798	183
MSTRG.24799	1209
MSTRG.401	1872
MSTRG.31366	2373
MSTRG.26332	0
MSTRG.26333	2
MSTRG.26330	0
MSTRG.26331	0
MSTRG.26336	8
MSTRG.26337	0
MSTRG.26334	411
MSTRG.26335	6209
MSTRG.26338	0
MSTRG.26339	1243
MSTRG.2150	12
MSTRG.24244	2
MSTRG.24245	86
MSTRG.24246	0
MSTRG.24247	115
MSTRG.24240	0
MSTRG.24241	0
MSTRG.24242	0
MSTRG.24243	8
MSTRG.14412	0
MSTRG.14413	5
MSTRG.14410	64
MSTRG.14411	3
MSTRG.24248	39
MSTRG.24249	0
MSTRG.14414	0
MSTRG.18569	4064
MSTRG.25645	0
MSTRG.29118	106378
MSTRG.31363	1401
MSTRG.9519	517
MSTRG.31362	54
MSTRG.11152	188
MSTRG.29115	23986
MSTRG.25648	0
MSTRG.2940	0
MSTRG.2941	0
MSTRG.10917	0
MSTRG.10916	0
MSTRG.10915	23
MSTRG.10914	2004
MSTRG.10913	387
MSTRG.10912	417
MSTRG.10911	17
MSTRG.10910	771
MSTRG.10919	0
MSTRG.10918	0
MSTRG.2948	4068
MSTRG.2949	137
MSTRG.38483	38
MSTRG.38482	1150
MSTRG.38481	25
MSTRG.38480	2
MSTRG.38487	8027
MSTRG.38486	0
MSTRG.38485	5
MSTRG.38484	1689
MSTRG.38489	0
MSTRG.38488	7
MSTRG.3427	0
MSTRG.12519	928
MSTRG.12518	2969
MSTRG.19769	0
MSTRG.19768	0
MSTRG.12511	326
MSTRG.12510	1428
MSTRG.12513	3050
MSTRG.12512	0
MSTRG.19763	14
MSTRG.19762	11
MSTRG.19761	167
MSTRG.19760	62
MSTRG.33709	11
MSTRG.33708	0
MSTRG.33701	151
MSTRG.33700	0
MSTRG.33703	18967
MSTRG.33702	1034
MSTRG.33705	0
MSTRG.33704	0
MSTRG.33707	2
MSTRG.33706	115
MSTRG.2719	1111
MSTRG.2718	54
MSTRG.34953	3743
MSTRG.34952	457
MSTRG.34955	5389
MSTRG.34954	0
MSTRG.7949	105
MSTRG.34956	0
MSTRG.2711	2914
MSTRG.2710	0
MSTRG.7945	1116
MSTRG.2712	868
MSTRG.2715	377
MSTRG.7942	378
MSTRG.7941	26
MSTRG.7940	394
MSTRG.19189	0
MSTRG.19188	174
MSTRG.19183	484
MSTRG.19182	939
MSTRG.19181	2394
MSTRG.19180	175
MSTRG.19187	257
MSTRG.19186	4686
MSTRG.19185	0
MSTRG.19184	0
MSTRG.32078	0
MSTRG.32079	629
MSTRG.32070	15
MSTRG.32071	0
MSTRG.32072	0
MSTRG.32073	3
MSTRG.32074	144
MSTRG.32075	224
MSTRG.32076	267
MSTRG.32077	0
MSTRG.9899	0
MSTRG.9898	0
MSTRG.9897	12
MSTRG.9896	837
MSTRG.9895	187
MSTRG.9894	0
MSTRG.9893	357
MSTRG.9892	18982
MSTRG.9891	1
MSTRG.9890	622
MSTRG.20028	879
MSTRG.20029	27
MSTRG.20024	147
MSTRG.20025	2067
MSTRG.20026	1201
MSTRG.20027	0
MSTRG.20020	98
MSTRG.20021	1531
MSTRG.20022	16050
MSTRG.20023	611
MSTRG.631	3885
MSTRG.630	6893
MSTRG.633	3442
MSTRG.632	2031
MSTRG.635	22
MSTRG.634	37
MSTRG.637	5811
MSTRG.636	988
MSTRG.639	67
MSTRG.638	721
MSTRG.8416	50
MSTRG.8417	23
MSTRG.8410	4709
MSTRG.8411	48
MSTRG.8412	0
MSTRG.8413	927
MSTRG.4713	0
MSTRG.4712	5473
MSTRG.4711	0
MSTRG.4710	3204
MSTRG.4717	182
MSTRG.4716	0
MSTRG.4715	2667
MSTRG.4714	823
MSTRG.4719	83
MSTRG.4718	0
MSTRG.20796	3298
MSTRG.20797	127
MSTRG.20794	669
MSTRG.20795	75
MSTRG.20792	140
MSTRG.20793	682
MSTRG.20790	9
MSTRG.20791	7
MSTRG.31677	361
MSTRG.31676	28
MSTRG.31675	0
MSTRG.31674	0
MSTRG.31673	0
MSTRG.31672	0
MSTRG.31671	0
MSTRG.20799	54
MSTRG.987	67
MSTRG.986	1
MSTRG.985	0
MSTRG.984	1
MSTRG.983	0
MSTRG.982	1
MSTRG.35709	0
MSTRG.980	57
MSTRG.35707	266
MSTRG.35706	1721
MSTRG.35705	14
MSTRG.35704	9
MSTRG.35703	55
MSTRG.35702	4455
MSTRG.989	2868
MSTRG.988	3240
MSTRG.21773	2
MSTRG.21772	83
MSTRG.21771	0
MSTRG.21770	4267
MSTRG.5394	27
MSTRG.5395	0
MSTRG.21775	0
MSTRG.21774	89
MSTRG.5398	6652
MSTRG.5399	100
MSTRG.21779	67
MSTRG.21778	1435
MSTRG.24421	23
MSTRG.19764	0
MSTRG.24422	458
MSTRG.37631	0
MSTRG.37630	45
MSTRG.37633	0
MSTRG.37632	599
MSTRG.37635	0
MSTRG.37634	0
MSTRG.37637	0
MSTRG.37636	350
MSTRG.37639	2063
MSTRG.37638	456
MSTRG.36940	871
MSTRG.36941	0
MSTRG.36942	0
MSTRG.36943	14
MSTRG.5978	1
MSTRG.5979	94
MSTRG.36946	881
MSTRG.36947	823
MSTRG.36948	206
MSTRG.36949	0
MSTRG.5976	437
MSTRG.5977	85
MSTRG.5970	0
MSTRG.5971	3
MSTRG.5972	0
MSTRG.5973	4817
MSTRG.28446	0
MSTRG.28447	23
MSTRG.28444	0
MSTRG.28445	823
MSTRG.28442	0
MSTRG.28443	89
MSTRG.28440	0
MSTRG.28441	1091
MSTRG.28448	2420
MSTRG.28449	0
MSTRG.38814	10
MSTRG.38815	0
MSTRG.38816	0
MSTRG.38817	7
MSTRG.38810	2978
MSTRG.38811	0
MSTRG.38812	0
MSTRG.38813	124
MSTRG.38818	0
MSTRG.38819	199
MSTRG.36178	0
MSTRG.37099	1511
MSTRG.37098	88
MSTRG.37095	0
MSTRG.37094	0
MSTRG.37097	553
MSTRG.37096	0
MSTRG.37091	2629
MSTRG.33062	567
MSTRG.37093	0
MSTRG.37092	111
MSTRG.26818	1371
MSTRG.24506	378
MSTRG.33068	0
MSTRG.26812	23
MSTRG.8120	1226
MSTRG.8121	127
MSTRG.8122	843
MSTRG.29315	13284
MSTRG.29314	27
MSTRG.29317	2257
MSTRG.29316	419
MSTRG.7532	0
MSTRG.7533	1968
MSTRG.7530	0
MSTRG.7531	3942
MSTRG.8124	1385
MSTRG.29319	0
MSTRG.29318	945
MSTRG.7538	19270
MSTRG.7539	1
MSTRG.22898	3
MSTRG.32919	7
MSTRG.32918	428
MSTRG.8126	1775
MSTRG.32913	2764
MSTRG.32912	3
MSTRG.32911	0
MSTRG.32910	428
MSTRG.32917	92
MSTRG.32916	208
MSTRG.32915	135
MSTRG.32914	12
MSTRG.24903	29
MSTRG.24902	2
MSTRG.24901	0
MSTRG.24900	0
MSTRG.24906	70
MSTRG.18522	0
MSTRG.24302	4501
MSTRG.18523	335
MSTRG.18520	401
MSTRG.6593	23
MSTRG.18521	0
MSTRG.6592	4
MSTRG.18526	302
MSTRG.38728	1137
MSTRG.18527	0
MSTRG.38729	354
MSTRG.18524	299
MSTRG.34256	348
MSTRG.12419	0
MSTRG.6596	503
MSTRG.24008	0
MSTRG.24009	0
MSTRG.6595	364
MSTRG.24002	196
MSTRG.24003	1623
MSTRG.24000	445
MSTRG.28777	0
MSTRG.24006	15
MSTRG.24007	0
MSTRG.24004	117
MSTRG.24005	2623
MSTRG.38722	1819
MSTRG.22893	1198
MSTRG.1908	143
MSTRG.34258	34
MSTRG.13995	51
MSTRG.34259	758
MSTRG.22892	0
MSTRG.1400	164
MSTRG.1401	0
MSTRG.30288	0
MSTRG.1408	0
MSTRG.1409	1324
MSTRG.22992	300
MSTRG.23850	0
MSTRG.23851	17
MSTRG.23852	60
MSTRG.23853	545
MSTRG.23854	0
MSTRG.23855	0
MSTRG.23856	0
MSTRG.23857	0
MSTRG.23858	47
MSTRG.23859	0
MSTRG.8232	1420
MSTRG.21980	820
MSTRG.21981	68
MSTRG.21982	19
MSTRG.21983	171
MSTRG.21984	124
MSTRG.21985	5
MSTRG.21986	110
MSTRG.21987	4338
MSTRG.21988	464
MSTRG.21989	133
MSTRG.30116	4712
MSTRG.1963	108
MSTRG.13918	28257
MSTRG.13919	0
MSTRG.13916	0
MSTRG.13917	559
MSTRG.13914	211
MSTRG.13915	6
MSTRG.13912	62
MSTRG.13913	1402
MSTRG.13910	5435
MSTRG.13911	392
MSTRG.26512	1002
MSTRG.26513	30
MSTRG.26510	70
MSTRG.26511	32929
MSTRG.26516	1153
MSTRG.26517	203
MSTRG.26514	166
MSTRG.26515	1117
MSTRG.26518	298
MSTRG.26519	345
MSTRG.12061	1223
MSTRG.12060	92
MSTRG.12063	1646
MSTRG.12062	166
MSTRG.12065	0
MSTRG.12064	396
MSTRG.12067	0
MSTRG.12066	0
MSTRG.12069	918
MSTRG.12068	0
MSTRG.17747	1603
MSTRG.17746	979
MSTRG.17745	11
MSTRG.17744	5
MSTRG.17743	20255
MSTRG.17742	56
MSTRG.17741	9
MSTRG.17740	2
MSTRG.17749	1762
MSTRG.17748	1477
MSTRG.24859	180
MSTRG.24858	0
MSTRG.3022	19992
MSTRG.3023	42279
MSTRG.3024	156
MSTRG.3025	28
MSTRG.3026	0
MSTRG.3027	0
MSTRG.3028	16098
MSTRG.3029	19144
MSTRG.24853	0
MSTRG.24852	4
MSTRG.16296	1143
MSTRG.24854	0
MSTRG.24857	121
MSTRG.24856	520
MSTRG.28169	0
MSTRG.28168	0
MSTRG.28165	3930
MSTRG.28164	177
MSTRG.28167	7
MSTRG.28166	416
MSTRG.28161	0
MSTRG.28160	0
MSTRG.28163	100
MSTRG.28162	105
MSTRG.30159	0
MSTRG.6903	0
MSTRG.32800	0
MSTRG.11749	18
